Timestamp,Latitude,Longitude,Altitude
35756000,47.39796855117413,8.546160650190503,0.07555097341537476
35880000,47.397973066099844,8.546162708015538,0.18818029761314392
39004000,47.39797061883942,8.546162943768882,0.4420892000198364
39132000,47.39797111238778,8.546161559496985,0.1740962266921997
39256000,47.397969253597815,8.546162872103732,0.3352229595184326
39380000,47.39797224426181,8.546163840974936,0.39638322591781616
39504000,47.397968526780566,8.546162931517854,0.9707430601119995
39632000,47.39796733633659,8.546164081228904,0.10460434854030609
39756000,47.39797015994468,8.54616492673822,0.3480950593948364
39880000,47.397970911799135,8.546163940323286,0.5190826654434204
40004000,47.39797146698371,8.546163102328386,0.40898674726486206
40132000,47.39797370033447,8.546158935179898,0.7080267667770386
40256000,47.39796706247953,8.546164692642767,0.6872527599334717
40380000,47.39797132836265,8.546162539456516,-0.3756906986236572
40504000,47.397972484483056,8.546165568706302,0.6865492463111877
40632000,47.39797059671025,8.546167056650793,0.16971653699874878
40756000,47.39796829905783,8.546164160693255,0.472439169883728
40880000,47.39797092211826,8.546164924137306,0.08260972797870636
41004000,47.397969790921074,8.54616300898611,-0.24108469486236572
41132000,47.39797418841516,8.546165502992093,0.3802705705165863
41256000,47.397971163709975,8.546165720925082,1.2679026126861572
41380000,47.39797171484432,8.54616774563403,1.392223596572876
41504000,47.39797758195361,8.546164955998304,1.2547733783721924
41632000,47.39797205448333,8.546166325622961,1.552236557006836
41756000,47.39797036522973,8.54616290342966,1.2203154563903809
41880000,47.39797038229074,8.546163760751202,0.39475661516189575
42004000,47.39797001719255,8.546167385447347,1.1144510507583618
42132000,47.397973282890256,8.546166562743702,1.223891019821167
42256000,47.39797214818552,8.546166813133224,1.4427556991577148
42380000,47.397974437616405,8.546167049781083,1.7580845355987549
42504000,47.39797326845883,8.546168987813221,2.008436441421509
42632000,47.397973518771344,8.546164371539792,1.6287168264389038
42756000,47.397973221017615,8.546161900109777,1.7352491617202759
42880000,47.39797311796455,8.546164624563634,2.8589181900024414
43004000,47.39797397734432,8.54616024507443,1.7783210277557373
43132000,47.39797274167084,8.546166393236438,3.0399508476257324
43256000,47.39797186680467,8.5461655657396,1.7665457725524902
43380000,47.39797268921515,8.546163305386697,2.5394368171691895
43504000,47.3979738281859,8.546164518444463,2.636263370513916
43632000,47.39797114123902,8.546163084312319,2.599790334701538
43756000,47.39797004255901,8.546162289403895,2.537108898162842
43880000,47.397968447579046,8.546164627179811,3.1962668895721436
44004000,47.39797150204455,8.54616550283123,3.54514741897583
44132000,47.39796744088049,8.546165948971232,4.376459121704102
44256000,47.397970774217725,8.546162937261677,3.344817638397217
44380000,47.39797262936298,8.546160803170729,3.2083847522735596
44504000,47.39797124925422,8.546166380749058,3.870450496673584
44632000,47.397970964624214,8.54616274383096,4.711143970489502
44756000,47.39796986839186,8.54615966993798,4.851118564605713
44880000,47.3979734360129,8.546163907435064,4.939647674560547
45004000,47.39796899652357,8.546164931663277,4.6791534423828125
45132000,47.397971097394084,8.546160595485658,3.83271861076355
45256000,47.397972861521815,8.546160285306103,4.975008487701416
45380000,47.397971048744886,8.546163570066552,4.972304344177246
45504000,47.39797383059542,8.54616367562466,4.788559913635254
45632000,47.397969320719696,8.546165772528699,5.185839653015137
45756000,47.39797076215954,8.546162754050801,5.832841396331787
45880000,47.397969345557144,8.546158236768306,6.1046061515808105
46004000,47.39797615480869,8.546160721133445,5.35800838470459
46132000,47.397972974897996,8.546163275603622,6.350096702575684
46256000,47.39797049400596,8.546163659489252,6.871667385101318
46380000,47.39796909835341,8.54616461399305,7.060274124145508
46504000,47.397969345255255,8.54616495287508,6.771432876586914
46632000,47.39797114484092,8.546164278089355,6.299574375152588
46756000,47.39797131508042,8.546162862424806,6.934451580047607
46880000,47.39796968293329,8.546160045774984,7.603663921356201
47004000,47.39797106926219,8.546163590432707,7.170352935791016
47132000,47.397968939647164,8.546163245117622,8.38875675201416
47256000,47.3979710639533,8.546163568765216,8.405004501342773
47380000,47.39797028449316,8.546163973085497,7.714976787567139
47504000,47.39797274777792,8.546165261254945,8.389349937438965
47632000,47.397973849289315,8.546162999856147,8.058511734008789
47756000,47.39797181656495,8.546164709639806,9.004907608032227
47880000,47.39797099381909,8.546166707237264,9.735725402832031
48004000,47.39797278754472,8.546163076864545,9.266218185424805
48132000,47.39797231053185,8.546163446400499,8.054265975952148
48256000,47.39796959849442,8.546163016861632,9.047565460205078
48380000,47.39796993018245,8.54616789517725,9.413206100463867
48504000,47.3979705011862,8.546164667351103,9.992640495300293
48632000,47.39797245093376,8.546166227752378,9.451839447021484
48756000,47.397970503415195,8.546162342673389,10.36403751373291
48880000,47.39796986759446,8.54616678700814,9.537226676940918
49004000,47.3979689592159,8.54616505103684,10.345460891723633
49132000,47.39797130608967,8.546167329788933,10.406064987182617
49256000,47.397975199368545,8.546165963114637,10.678821563720703
49380000,47.39797365199715,8.54616609415713,11.650618553161621
