Timestamp,ESC_0_RPM,ESC_1_RPM,ESC_2_RPM,ESC_3_RPM,ESC_4_RPM,ESC_5_RPM,ESC_6_RPM,ESC_7_RPM
102288000,754,779,756,775,0,0,0,0
102536000,758,776,760,772,0,0,0,0
102788000,759,777,762,774,0,0,0,0
103036000,762,771,765,767,0,0,0,0
103284000,754,778,755,774,0,0,0,0
103536000,756,774,758,770,0,0,0,0
103788000,758,776,761,772,0,0,0,0
104036000,765,774,768,771,0,0,0,0
104284000,758,781,761,777,0,0,0,0
104532000,759,776,760,771,0,0,0,0
104788000,759,777,760,771,0,0,0,0
105036000,763,772,764,767,0,0,0,0
105288000,753,777,755,773,0,0,0,0
105536000,757,775,759,770,0,0,0,0
105784000,756,781,758,777,0,0,0,0
106036000,763,772,765,767,0,0,0,0
106288000,756,779,758,774,0,0,0,0
106532000,759,777,762,773,0,0,0,0
106788000,761,778,763,775,0,0,0,0
107036000,764,773,767,769,0,0,0,0
107284000,755,779,757,775,0,0,0,0
107536000,759,777,761,773,0,0,0,0
107788000,760,777,762,773,0,0,0,0
108036000,765,773,767,769,0,0,0,0
108284000,756,781,759,776,0,0,0,0
108536000,760,778,762,774,0,0,0,0
108788000,762,780,764,775,0,0,0,0
109036000,764,772,766,768,0,0,0,0
109288000,755,780,757,775,0,0,0,0
109536000,758,776,759,771,0,0,0,0
109788000,758,776,761,772,0,0,0,0
110036000,766,775,769,771,0,0,0,0
110284000,760,784,762,779,0,0,0,0
110532000,759,775,760,771,0,0,0,0
110788000,753,770,755,767,0,0,0,0
111036000,759,768,762,764,0,0,0,0
111288000,753,778,755,773,0,0,0,0
111536000,758,775,759,771,0,0,0,0
111784000,753,780,756,776,0,0,0,0
112036000,763,772,766,768,0,0,0,0
112288000,757,782,760,777,0,0,0,0
112532000,763,781,766,776,0,0,0,0
112788000,763,781,765,777,0,0,0,0
113036000,763,771,765,767,0,0,0,0
113284000,756,780,758,775,0,0,0,0
113536000,762,780,764,775,0,0,0,0
113788000,760,778,763,774,0,0,0,0
114036000,761,770,763,765,0,0,0,0
114288000,754,779,757,775,0,0,0,0
114532000,760,780,763,775,0,0,0,0
114788000,762,780,763,775,0,0,0,0
115036000,766,774,767,770,0,0,0,0
115284000,757,781,759,777,0,0,0,0
115536000,761,780,764,775,0,0,0,0
115788000,757,774,759,771,0,0,0,0
116036000,758,767,760,762,0,0,0,0
116284000,755,779,757,775,0,0,0,0
116532000,759,776,760,771,0,0,0,0
116788000,760,778,761,773,0,0,0,0
117036000,767,777,769,771,0,0,0,0
117288000,759,783,761,779,0,0,0,0
117536000,757,775,759,771,0,0,0,0
117788000,758,776,760,772,0,0,0,0
118036000,761,770,764,766,0,0,0,0
118288000,757,782,759,778,0,0,0,0
118536000,760,778,762,774,0,0,0,0
118788000,759,778,762,773,0,0,0,0
119036000,766,775,769,770,0,0,0,0
119288000,753,777,755,773,0,0,0,0
119536000,756,773,758,769,0,0,0,0
119788000,756,774,759,769,0,0,0,0
120036000,763,772,765,767,0,0,0,0
120284000,757,782,759,777,0,0,0,0
120536000,759,776,761,771,0,0,0,0
120788000,755,773,757,768,0,0,0,0
121036000,762,770,764,767,0,0,0,0
121288000,755,780,758,775,0,0,0,0
121536000,757,775,759,771,0,0,0,0
121788000,758,776,761,772,0,0,0,0
122036000,766,774,768,771,0,0,0,0
122288000,757,781,760,777,0,0,0,0
122536000,757,775,758,770,0,0,0,0
122788000,758,776,760,771,0,0,0,0
123036000,763,772,765,767,0,0,0,0
123284000,760,783,761,778,0,0,0,0
123532000,762,779,764,775,0,0,0,0
123788000,759,777,762,773,0,0,0,0
124036000,758,767,761,763,0,0,0,0
124288000,753,777,756,773,0,0,0,0
124536000,759,777,760,772,0,0,0,0
124788000,759,777,761,772,0,0,0,0
125036000,765,773,766,768,0,0,0,0
125284000,757,781,759,777,0,0,0,0
125532000,760,778,763,774,0,0,0,0
125788000,760,779,763,775,0,0,0,0
126036000,764,773,767,769,0,0,0,0
126284000,758,783,760,778,0,0,0,0
126536000,762,780,764,776,0,0,0,0
126788000,762,780,764,776,0,0,0,0
127036000,764,772,765,768,0,0,0,0
127284000,756,780,758,776,0,0,0,0
127536000,760,778,762,774,0,0,0,0
127788000,761,779,763,774,0,0,0,0
128032000,756,773,758,769,0,0,0,0
128288000,754,778,757,774,0,0,0,0
128536000,758,776,761,772,0,0,0,0
128788000,762,780,765,776,0,0,0,0
129036000,766,774,767,770,0,0,0,0
129288000,759,783,761,779,0,0,0,0
129532000,760,777,762,772,0,0,0,0
129788000,759,777,761,773,0,0,0,0
130036000,762,770,764,765,0,0,0,0
130288000,753,777,755,773,0,0,0,0
130532000,754,771,756,767,0,0,0,0
130788000,756,774,758,770,0,0,0,0
131036000,763,771,765,767,0,0,0,0
131288000,759,783,760,778,0,0,0,0
131532000,759,777,762,773,0,0,0,0
131788000,757,776,760,772,0,0,0,0
132036000,760,769,763,765,0,0,0,0
132288000,758,783,761,779,0,0,0,0
132536000,761,779,763,775,0,0,0,0
132788000,758,776,759,771,0,0,0,0
133036000,761,769,763,765,0,0,0,0
133288000,755,780,758,775,0,0,0,0
133536000,761,780,764,775,0,0,0,0
133788000,756,774,759,770,0,0,0,0
134036000,761,770,764,766,0,0,0,0
134288000,755,780,758,776,0,0,0,0
134536000,761,780,764,775,0,0,0,0
134788000,763,782,766,777,0,0,0,0
135036000,767,775,769,771,0,0,0,0
135284000,757,781,759,775,0,0,0,0
135532000,757,774,759,769,0,0,0,0
135788000,759,777,759,772,0,0,0,0
136036000,765,773,767,769,0,0,0,0
136288000,754,779,756,774,0,0,0,0
136536000,761,779,762,774,0,0,0,0
