Timestamp,ESC_0_RPM,ESC_1_RPM,ESC_2_RPM,ESC_3_RPM,ESC_4_RPM,ESC_5_RPM,ESC_6_RPM,ESC_7_RPM
54788000,769,769,770,771,0,0,0,0
55036000,769,769,769,769,0,0,0,0
55284000,769,769,769,769,0,0,0,0
55536000,769,769,769,769,0,0,0,0
55788000,768,768,769,770,0,0,0,0
56036000,768,768,770,770,0,0,0,0
56284000,769,770,769,769,0,0,0,0
56536000,769,769,769,770,0,0,0,0
56788000,768,769,770,769,0,0,0,0
57036000,768,768,769,768,0,0,0,0
57288000,769,769,769,769,0,0,0,0
57532000,769,770,769,769,0,0,0,0
57788000,769,769,768,769,0,0,0,0
58036000,769,769,768,769,0,0,0,0
58288000,769,769,768,769,0,0,0,0
58532000,769,769,768,768,0,0,0,0
58788000,769,769,769,768,0,0,0,0
59036000,769,769,770,768,0,0,0,0
59288000,769,769,768,769,0,0,0,0
59536000,768,768,769,769,0,0,0,0
59788000,768,767,769,769,0,0,0,0
60036000,769,769,770,770,0,0,0,0
60288000,753,753,754,753,0,0,0,0
60532000,742,743,742,743,0,0,0,0
60788000,772,771,771,771,0,0,0,0
61036000,736,736,736,736,0,0,0,0
61288000,721,721,721,721,0,0,0,0
61536000,721,721,720,720,0,0,0,0
61788000,730,730,730,730,0,0,0,0
62036000,732,731,732,732,0,0,0,0
62284000,741,742,742,742,0,0,0,0
62536000,744,744,745,744,0,0,0,0
62788000,745,745,745,745,0,0,0,0
63036000,749,749,749,748,0,0,0,0
63284000,752,752,752,752,0,0,0,0
63536000,755,755,754,754,0,0,0,0
63788000,753,753,752,753,0,0,0,0
64036000,755,755,755,755,0,0,0,0
64288000,768,767,767,767,0,0,0,0
64536000,763,763,763,762,0,0,0,0
64784000,760,760,760,759,0,0,0,0
65036000,795,795,732,718,0,0,0,0
65288000,882,882,641,635,0,0,0,0
65532000,849,855,681,684,0,0,0,0
65788000,811,810,754,755,0,0,0,0
66036000,779,778,783,787,0,0,0,0
66288000,777,787,795,780,0,0,0,0
66532000,779,781,774,771,0,0,0,0
66788000,765,776,774,756,0,0,0,0
67036000,765,779,760,746,0,0,0,0
67284000,765,828,738,765,0,0,0,0
67532000,776,789,746,748,0,0,0,0
67788000,771,786,746,754,0,0,0,0
68036000,775,779,756,757,0,0,0,0
68284000,653,673,853,868,0,0,0,0
68536000,650,671,847,860,0,0,0,0
68788000,712,725,799,811,0,0,0,0
69036000,768,774,761,764,0,0,0,0
69288000,784,805,731,749,0,0,0,0
69532000,791,806,738,748,0,0,0,0
69788000,779,796,748,757,0,0,0,0
70036000,770,777,760,762,0,0,0,0
70288000,753,776,759,776,0,0,0,0
70532000,756,772,767,777,0,0,0,0
70788000,756,773,766,778,0,0,0,0
71036000,760,768,768,770,0,0,0,0
71284000,752,776,756,774,0,0,0,0
71532000,759,777,762,772,0,0,0,0
71788000,761,778,763,773,0,0,0,0
72036000,765,774,767,768,0,0,0,0
72288000,752,776,753,770,0,0,0,0
72536000,756,776,758,770,0,0,0,0
72788000,761,780,764,775,0,0,0,0
73032000,761,779,764,774,0,0,0,0
73288000,757,781,759,776,0,0,0,0
73536000,759,778,762,773,0,0,0,0
73788000,757,775,759,771,0,0,0,0
74036000,761,770,764,765,0,0,0,0
74288000,756,781,759,777,0,0,0,0
74536000,764,782,767,777,0,0,0,0
74788000,759,777,761,772,0,0,0,0
75036000,764,773,766,768,0,0,0,0
75284000,760,784,762,779,0,0,0,0
75532000,762,780,765,775,0,0,0,0
75784000,757,783,760,779,0,0,0,0
76036000,765,774,768,769,0,0,0,0
76284000,756,780,759,776,0,0,0,0
76532000,760,777,762,773,0,0,0,0
76788000,758,776,761,772,0,0,0,0
77036000,765,774,768,770,0,0,0,0
77288000,756,782,760,777,0,0,0,0
77536000,759,778,762,773,0,0,0,0
77788000,758,777,760,771,0,0,0,0
78036000,762,771,764,766,0,0,0,0
78284000,752,775,753,770,0,0,0,0
78536000,757,775,759,771,0,0,0,0
78788000,753,771,756,768,0,0,0,0
79036000,757,766,761,763,0,0,0,0
79284000,757,782,761,778,0,0,0,0
79532000,763,780,765,775,0,0,0,0
79788000,761,779,762,774,0,0,0,0
80036000,766,775,767,769,0,0,0,0
80284000,768,780,763,777,0,0,0,0
80532000,758,785,760,778,0,0,0,0
80788000,762,778,764,775,0,0,0,0
81036000,764,774,767,772,0,0,0,0
81284000,760,775,767,783,0,0,0,0
81536000,761,773,770,775,0,0,0,0
81788000,764,774,769,773,0,0,0,0
82036000,767,774,768,769,0,0,0,0
82288000,769,779,769,775,0,0,0,0
82532000,768,775,770,773,0,0,0,0
82784000,770,778,772,775,0,0,0,0
83036000,771,775,777,777,0,0,0,0
83284000,896,888,666,652,0,0,0,0
83536000,870,880,663,666,0,0,0,0
83788000,830,825,703,735,0,0,0,0
84036000,785,784,761,761,0,0,0,0
84288000,761,782,797,763,0,0,0,0
84532000,770,776,789,785,0,0,0,0
84784000,795,791,787,782,0,0,0,0
85036000,795,790,783,778,0,0,0,0
85284000,791,793,772,759,0,0,0,0
85536000,771,789,768,759,0,0,0,0
85788000,774,785,752,756,0,0,0,0
86036000,764,798,757,748,0,0,0,0
86288000,775,801,743,754,0,0,0,0
86536000,774,787,742,754,0,0,0,0
86788000,702,714,816,830,0,0,0,0
87036000,651,662,868,866,0,0,0,0
87288000,689,708,818,837,0,0,0,0
87532000,744,758,771,783,0,0,0,0
87788000,778,793,741,753,0,0,0,0
88036000,793,800,740,741,0,0,0,0
88288000,781,805,742,758,0,0,0,0
88536000,773,790,756,766,0,0,0,0
88788000,763,780,764,774,0,0,0,0
89036000,758,766,769,770,0,0,0,0
89288000,751,775,763,779,0,0,0,0
89536000,756,774,764,775,0,0,0,0
89788000,759,776,763,773,0,0,0,0
90036000,763,772,765,767,0,0,0,0
90284000,762,786,763,780,0,0,0,0
90532000,758,776,759,770,0,0,0,0
90788000,757,774,758,770,0,0,0,0
91036000,764,772,765,768,0,0,0,0
91288000,756,780,758,775,0,0,0,0
91536000,759,778,762,773,0,0,0,0
91784000,755,781,758,776,0,0,0,0
92036000,762,771,765,766,0,0,0,0
92288000,758,783,760,778,0,0,0,0
92536000,763,781,765,777,0,0,0,0
92788000,761,779,763,775,0,0,0,0
93036000,765,773,767,769,0,0,0,0
93288000,757,782,759,778,0,0,0,0
93536000,757,776,760,771,0,0,0,0
93784000,752,778,754,774,0,0,0,0
94036000,763,772,765,768,0,0,0,0
94288000,757,781,759,777,0,0,0,0
94536000,759,777,761,773,0,0,0,0
94788000,762,780,764,776,0,0,0,0
95036000,767,776,769,772,0,0,0,0
95284000,755,780,758,776,0,0,0,0
95536000,754,773,757,768,0,0,0,0
95788000,755,773,757,768,0,0,0,0
96036000,763,770,764,767,0,0,0,0
96284000,757,781,759,776,0,0,0,0
96532000,758,775,760,771,0,0,0,0
96788000,756,774,759,770,0,0,0,0
97036000,763,772,766,768,0,0,0,0
97288000,757,781,759,777,0,0,0,0
97536000,756,774,758,770,0,0,0,0
97788000,758,776,760,772,0,0,0,0
98032000,761,779,764,775,0,0,0,0
98284000,757,780,759,776,0,0,0,0
98536000,761,778,762,774,0,0,0,0
98784000,757,783,758,778,0,0,0,0
99036000,767,775,769,771,0,0,0,0
99288000,754,779,757,775,0,0,0,0
99536000,756,774,759,770,0,0,0,0
99788000,760,778,762,773,0,0,0,0
100036000,763,772,765,768,0,0,0,0
100288000,756,780,758,776,0,0,0,0
100532000,761,778,763,774,0,0,0,0
100788000,762,779,765,776,0,0,0,0
101032000,761,780,765,775,0,0,0,0
101288000,757,781,758,777,0,0,0,0
101536000,754,771,755,766,0,0,0,0
101788000,758,777,760,771,0,0,0,0
102036000,765,774,767,769,0,0,0,0
